albumName,Title,Artist
Greatest Love Songs of the 60s CD Collection from TimeLife,It Hurts to Be in Love,Gene Pitney
Greatest Love Songs of the 60s CD Collection from TimeLife,Johnny Angel,Shelley Fabares
Greatest Love Songs of the 60s CD Collection from TimeLife,Beyond the Sea,Bobby Darin
Greatest Love Songs of the 60s CD Collection from TimeLife,Anyone Who Had a Heart,Dionne Warwick
Greatest Love Songs of the 60s CD Collection from TimeLife,I Never Loved a Man (The Way I Love You),Aretha Franklin
Greatest Love Songs of the 60s CD Collection from TimeLife,Rag Doll,The 4 Seasons
Greatest Love Songs of the 60s CD Collection from TimeLife,Poetry in Motion,Johnny Tillotson
Greatest Love Songs of the 60s CD Collection from TimeLife,Easier Said Than Done,The Essex
Greatest Love Songs of the 60s CD Collection from TimeLife,Up on the Roof,The Drifters
Greatest Love Songs of the 60s CD Collection from TimeLife,Be My Baby,The Ronettes
Greatest Love Songs of the 60s CD Collection from TimeLife,Only the Lonely (Know How I Feel),Roy Orbison
Greatest Love Songs of the 60s CD Collection from TimeLife,Breaking Up Is Hard to Do,Neil Sedaka
Greatest Love Songs of the 60s CD Collection from TimeLife,See You in September,The Happenings
Greatest Love Songs of the 60s CD Collection from TimeLife,Can't Help Falling in Love,Elvis Presley
Greatest Love Songs of the 60s CD Collection from TimeLife,Can't Get Used to Losing You,Andy Williams
Greatest Love Songs of the 60s CD Collection from TimeLife,To Sir with Love,Lulu
Greatest Love Songs of the 60s CD Collection from TimeLife,Roses Are Red (My Love),Bobby Vinton
Greatest Love Songs of the 60s CD Collection from TimeLife,Cupid,Sam Cooke
Greatest Love Songs of the 60s CD Collection from TimeLife,"Oh, Pretty Woman",Roy Orbison
Greatest Love Songs of the 60s CD Collection from TimeLife,Young Girl,The Union Gap featuring Gary Puckett
Greatest Love Songs of the 60s CD Collection from TimeLife,Worst That Could Happen,Brooklyn Bridge
Greatest Love Songs of the 60s CD Collection from TimeLife,Carrie-Anne,The Hollies
Greatest Love Songs of the 60s CD Collection from TimeLife,These Eyes,The Guess Who
Greatest Love Songs of the 60s CD Collection from TimeLife,The End of the World,Skeeter Davis
Greatest Love Songs of the 60s CD Collection from TimeLife,We'll Sing in the Sunshine,Gale Garnett
Greatest Love Songs of the 60s CD Collection from TimeLife,You've Made Me So Very Happy,"Blood, Sweat & Tears"
Greatest Love Songs of the 60s CD Collection from TimeLife,Wedding Bell Blues,The 5th Dimension
Greatest Love Songs of the 60s CD Collection from TimeLife,More Today Than Yesterday,Spiral Starecase
Greatest Love Songs of the 60s CD Collection from TimeLife,Lady Willpower,Gary Puckett and the Union Gap
Greatest Love Songs of the 60s CD Collection from TimeLife,It's Now or Never,Elvis Presley
Greatest Love Songs of the 60s CD Collection from TimeLife,Blue on Blue,Bobby Vinton
Greatest Love Songs of the 60s CD Collection from TimeLife,Moon River,Andy Williams
Greatest Love Songs of the 60s CD Collection from TimeLife,Angel of the Morning,Merrilee Rush
Greatest Love Songs of the 60s CD Collection from TimeLife,Crying,Roy Orbison
Greatest Love Songs of the 60s CD Collection from TimeLife,I Will Follow Him,Little Peggy March
Greatest Love Songs of the 60s CD Collection from TimeLife,Next Door to an Angel,Neil Sedaka
Greatest Love Songs of the 60s CD Collection from TimeLife,Are You Lonesome To-night?,Elvis Presley
Greatest Love Songs of the 60s CD Collection from TimeLife,Stand by Your Man,Tammy Wynette
Greatest Love Songs of the 60s CD Collection from TimeLife,"Woman, Woman",The Union Gap featuring Gary Puckett
Greatest Love Songs of the 60s CD Collection from TimeLife,"Baby, I Love You",The Ronettes
Greatest Love Songs of the 60s CD Collection from TimeLife,There! I've Said It Again,Bobby Vinton
Greatest Love Songs of the 60s CD Collection from TimeLife,Calendar Girl,Neil Sedaka
Greatest Love Songs of the 60s CD Collection from TimeLife,Little Green Apples,O.C. Smith
Greatest Love Songs of the 60s CD Collection from TimeLife,A Teenager in Love,Dion and the Belmonts
Greatest Love Songs of the 60s CD Collection from TimeLife,Where the Boys Are,Connie Francis
Greatest Love Songs of the 60s CD Collection from TimeLife,Stormy,Classics IV Featuring Dennis Yost
Greatest Love Songs of the 60s CD Collection from TimeLife,Since I Fell for You,Lenny Welch
Greatest Love Songs of the 60s CD Collection from TimeLife,Our Day Will Come,Ruby and the Romantics
Greatest Love Songs of the 60s CD Collection from TimeLife,Let It Be Me,The Everly Brothers
Greatest Love Songs of the 60s CD Collection from TimeLife,Take Good Care of My Baby,Bobby Vee
Greatest Love Songs of the 60s CD Collection from TimeLife,Dedicated to the One I Love,The Mamas & The Papas
Greatest Love Songs of the 60s CD Collection from TimeLife,Chapel of Love,The Dixie Cups
Greatest Love Songs of the 60s CD Collection from TimeLife,You Were on My Mind,We Five
Greatest Love Songs of the 60s CD Collection from TimeLife,Sealed with a Kiss,Brian Hyland
Greatest Love Songs of the 60s CD Collection from TimeLife,Come a Little Bit Closer,Jay & The Americans
Greatest Love Songs of the 60s CD Collection from TimeLife,All Alone Am I,Brenda Lee
Greatest Love Songs of the 60s CD Collection from TimeLife,You Don't Own Me,Lesley Gore
Greatest Love Songs of the 60s CD Collection from TimeLife,My Heart Has a Mind of its Own,Connie Francis
Greatest Love Songs of the 60s CD Collection from TimeLife,Georgy Girl,The Seekers
Greatest Love Songs of the 60s CD Collection from TimeLife,Wishin' and Hopin',Dusty Springfield
Greatest Love Songs of the 60s CD Collection from TimeLife,You've Lost That Lovin' Feelin',The Righteous Brothers
Greatest Love Songs of the 60s CD Collection from TimeLife,At Last,Etta James
Greatest Love Songs of the 60s CD Collection from TimeLife,Puppy Love,Paul Anka
Greatest Love Songs of the 60s CD Collection from TimeLife,I'm Sorry,Brenda Lee
Greatest Love Songs of the 60s CD Collection from TimeLife,Everybody's Somebody's Fool,Connie Francis
Greatest Love Songs of the 60s CD Collection from TimeLife,Surfer Girl,The Beach Boys
Greatest Love Songs of the 60s CD Collection from TimeLife,Red Roses for a Blue Lady,Vic Dana
Greatest Love Songs of the 60s CD Collection from TimeLife,Soldier Boy,The Shirelles
Greatest Love Songs of the 60s CD Collection from TimeLife,Since I Don't Have You,The Skyliners
Greatest Love Songs of the 60s CD Collection from TimeLife,He's So Fine,The Chiffons
Greatest Love Songs of the 60s CD Collection from TimeLife,You Don't Have to Say You Love Me,Dusty Springfield
Greatest Love Songs of the 60s CD Collection from TimeLife,Where or When,Dion and the Belmonts
Greatest Love Songs of the 60s CD Collection from TimeLife,By the Time I Get to Phoenix,Glen Campbell
Greatest Love Songs of the 60s CD Collection from TimeLife,I Want to Be Wanted (Per Tutta La Vita),Brenda Lee
Greatest Love Songs of the 60s CD Collection from TimeLife,Unchained Melody,The Righteous Brothers
Greatest Love Songs of the 60s CD Collection from TimeLife,When I Fall in Love,The Lettermen
Greatest Love Songs of the 60s CD Collection from TimeLife,I Go to Pieces,Peter And Gordon
Greatest Love Songs of the 60s CD Collection from TimeLife,She Cried,Jay & The Americans
Greatest Love Songs of the 60s CD Collection from TimeLife,What a Wonderful World,Louis Armstrong
Greatest Love Songs of the 60s CD Collection from TimeLife,Different Drum,The Stone Poneys featuring Linda Ronstadt
Greatest Love Songs of the 60s CD Collection from TimeLife,This Magic Moment,Jay & The Americans
Greatest Love Songs of the 60s CD Collection from TimeLife,Traces,Classics IV Featuring Dennis Yost
Greatest Love Songs of the 60s CD Collection from TimeLife,"Abraham, Martin and John",Dion
Greatest Love Songs of the 60s CD Collection from TimeLife,Goin' Out of My Head,Little Anthony and the Imperials
Greatest Love Songs of the 60s CD Collection from TimeLife,Don't Let the Sun Catch You Crying,Gerry And The Pacemakers
Greatest Love Songs of the 60s CD Collection from TimeLife,Wouldn't It Be Nice,The Beach Boys
Greatest Love Songs of the 60s CD Collection from TimeLife,Hooked on a Feeling,B. J. Thomas
Greatest Love Songs of the 60s CD Collection from TimeLife,Good Morning Starshine,Oliver
Greatest Love Songs of the 60s CD Collection from TimeLife,I'll Never Find Another You,The Seekers
Greatest Love Songs of the 60s CD Collection from TimeLife,All I Really Want to Do,Cher
Greatest Love Songs of the 60s CD Collection from TimeLife,Stop and Think It Over,Dale & Grace
Greatest Love Songs of the 60s CD Collection from TimeLife,Put a Little Love in Your Heart,Jackie DeShannon
Greatest Love Songs of the 60s CD Collection from TimeLife,Wichita Lineman,Glen Campbell
Greatest Love Songs of the 60s CD Collection from TimeLife,A World without Love,Peter And Gordon
Greatest Love Songs of the 60s CD Collection from TimeLife,The Birds and the Bees,Jewel Akens
Greatest Love Songs of the 60s CD Collection from TimeLife,California Girls,The Beach Boys
Greatest Love Songs of the 60s CD Collection from TimeLife,This Diamond Ring,Gary Lewis and the Playboys
Greatest Love Songs of the 60s CD Collection from TimeLife,Elusive Butterfly,Bob Lind
Greatest Love Songs of the 60s CD Collection from TimeLife,"Hold Me, Thrill Me, Kiss Me",Mel Carter
Greatest Love Songs of the 60s CD Collection from TimeLife,Spooky ,Classics IV
Greatest Love Songs of the 60s CD Collection from TimeLife,What the World Needs Now Is Love,Jackie DeShannon
Greatest Love Songs of the 60s CD Collection from TimeLife,Will You Love Me Tomorrow,The Shirelles
Greatest Love Songs of the 60s CD Collection from TimeLife,"Cara, Mia",Jay & The Americans
Greatest Love Songs of the 60s CD Collection from TimeLife,Only Love Can Break a Heart,Gene Pitney
Greatest Love Songs of the 60s CD Collection from TimeLife,When I Fall in Love,The Lettermen
Greatest Love Songs of the 60s CD Collection from TimeLife,He's So Fine,The Chiffons
Greatest Love Songs of the 60s CD Collection from TimeLife,Don't Worry Baby,The Beach Boys
Greatest Love Songs of the 60s CD Collection from TimeLife,Hurt So Bad,Little Anthony and the Imperials
Greatest Love Songs of the 60s CD Collection from TimeLife,Popsicles and Icicles ,The Murmaids
Greatest Love Songs of the 60s CD Collection from TimeLife,Come Back When You Grow Up,Bobby Vee
Greatest Love Songs of the 60s CD Collection from TimeLife,Honey,Bobby Goldsboro
Greatest Love Songs of the 60s CD Collection from TimeLife,Where Did Our Love Go,The Supremes
Greatest Love Songs of the 60s CD Collection from TimeLife,Baby I Need Your Loving,Four Tops
Greatest Love Songs of the 60s CD Collection from TimeLife,How Sweet It Is (To Be Loved by You),Marvin Gaye
Greatest Love Songs of the 60s CD Collection from TimeLife,My Girl,The Temptations
Greatest Love Songs of the 60s CD Collection from TimeLife,My Cherie Amour,Stevie Wonder
Greatest Love Songs of the 60s CD Collection from TimeLife,The Tracks of My Tears,The Miracles
Greatest Love Songs of the 60s CD Collection from TimeLife,I'm Gonna Make You Love Me,Diana Ross and the Supremes & The Temptations
Greatest Love Songs of the 60s CD Collection from TimeLife,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell
Greatest Love Songs of the 60s CD Collection from TimeLife,What Becomes of the Brokenhearted,Jimmy Ruffin
Greatest Love Songs of the 60s CD Collection from TimeLife,I Can't Help Myself,Four Tops
Greatest Love Songs of the 60s CD Collection from TimeLife,Stop! In the Name of Love,The Supremes
Greatest Love Songs of the 60s CD Collection from TimeLife,I'm Ready for Love,Martha & The Vandellas
Greatest Love Songs of the 60s CD Collection from TimeLife,Please Mr. Postman,The Marvelettes
Greatest Love Songs of the 60s CD Collection from TimeLife,My Guy,Mary Wells
Greatest Love Songs of the 60s CD Collection from TimeLife,Baby Love,The Supremes
Greatest Love Songs of the 60s CD Collection from TimeLife,You're My Everything,The Temptations
Greatest Love Songs of the 60s CD Collection from TimeLife,Ooo Baby Baby,The Miracles
Greatest Love Songs of the 60s CD Collection from TimeLife,You're The Inspiration,Chicago
Greatest Love Songs of the 60s CD Collection from TimeLife,Baby I'm-A Want You,Bread
Greatest Love Songs of the 60s CD Collection from TimeLife,You Light Up My Life,Debby Boone
Greatest Love Songs of the 60s CD Collection from TimeLife,I Need You,America
Greatest Love Songs of the 60s CD Collection from TimeLife,You Are the Woman,Firefall
Greatest Love Songs of the 60s CD Collection from TimeLife,I'd Love You to Want Me,Lobo 
Greatest Love Songs of the 60s CD Collection from TimeLife,Let Your Love Flow,Bellamy Brothers
Greatest Love Songs of the 60s CD Collection from TimeLife,Sad Eyes,Robert John
Greatest Love Songs of the 60s CD Collection from TimeLife,Killing Me Softly with His Song,Roberta Flack
Greatest Love Songs of the 60s CD Collection from TimeLife,Diamond Girl,Seals & Crofts
Greatest Love Songs of the 60s CD Collection from TimeLife,My Eyes Adored You,Frankie Valli
Greatest Love Songs of the 60s CD Collection from TimeLife,She's Gone,Daryl Hall & John Oates
Greatest Love Songs of the 60s CD Collection from TimeLife,You're So Vain,Carly Simon
Greatest Love Songs of the 60s CD Collection from TimeLife,Dance with Me,Orleans
Greatest Love Songs of the 60s CD Collection from TimeLife,Sister Golden Hair,America
Greatest Love Songs of the 60s CD Collection from TimeLife,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin
Greatest Love Songs of the 60s CD Collection from TimeLife,Rainy Night in Georgia,Brook Benton
Greatest Love Songs of the 60s CD Collection from TimeLife,The First Time Ever I Saw Your Face,Roberta Flack
Greatest Love Songs of the 60s CD Collection from TimeLife,When I Need You,Leo Sayer
Greatest Love Songs of the 60s CD Collection from TimeLife,If,Bread
Greatest Love Songs of the 60s CD Collection from TimeLife,Still the One,Orleans
Greatest Love Songs of the 60s CD Collection from TimeLife,If You Leave Me Now,Chicago
Greatest Love Songs of the 60s CD Collection from TimeLife,I'd Really Love to See You Tonight,England Dan & John Ford Coley
Greatest Love Songs of the 60s CD Collection from TimeLife,Hello It's Me,Todd Rundgren
Greatest Love Songs of the 60s CD Collection from TimeLife,Never Ending Song of Love,Delaney & Bonnie & Friends
Greatest Love Songs of the 60s CD Collection from TimeLife,Dream Weaver,Gary Wright
