albumName,Title,Artist
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Have You Never Been Mellow,Olivia Newton-John
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Magic,Pilot
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Boogie Oogie Oogie,A Taste Of Honey
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Right Back Where We Started From,Maxine Nightingale
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Sad Eyes,Robert John
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,My Sharona,The Knack
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,You Sexy Thing,Hot Chocolate
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,One Bad Apple,The Osmonds
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Gonna Fly Now,Bill Conti
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Puppy Love,Donny Osmond
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Love Train,The O'Jays
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Knock Three Times,Dawn
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Brandy (You're a Fine Girl),Looking Glass
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Little Willy,Sweet
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Baby Don't Get Hooked on Me,Mac Davis
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"Take Me Home, Country Roads",John Denver
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,It Never Rains in Southern California,Albert Hammond
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Brand New Key,Melanie
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Come and Get Your Love,Redbone
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"More. More, More (Part 1)",Andrea True Connection
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Can See Clearly Now,Johnny Nash
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Everybody Plays the Fool,The Main Ingredient
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Indian Reservation (The Lament of the Cherokee Reservation Indian),Paul Revere & The Raiders
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"The Cover of ""Rolling Stone""",Dr. Hook and the Medicine Show
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,When Will I See You Again,The Three Degrees
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Rich Girl,Daryl Hall and John Oates
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Lady Marmalade,LaBelle
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Best of My Love,The Emotions
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Fire,The Pointer Sisters
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Miracles,Jefferson Starship
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,You Make Me Feel Like Dancing,Leo Sayer
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Here You Come Again,Dolly Parton
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Disco Lady,Johnnie Taylor
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Saturday Night,Bay City Rollers
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Rock On,David Essex
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Wildfire,Michael Martin Murphey
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,You Take My Breath Away,Rex Smith
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Go Crazy,Paul Davis
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Stumblin' In,Suzi Quatro and Chris Norman
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Torn Between Two Lovers,Mary MacGregor
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"Bad, Bad Leroy Brown",Jim Croce
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Don't Pull Your Love,"Hamilton, Joe Frank & Reynolds"
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,She's A Lady,Tom Jones
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,How Do You Do?,Mouth & MacNeal
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Black and White,Three Dog Night
Ultimate Oldies But Goodies Hit Music CD Set,Rock Around The Clock,Billy Haley And His Comets
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Escape (The Pina Colada Song),Rupert Holmes
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Drift Away,Dobie Gray
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I'm in You,Peter Frampton
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Candy Man,"Sammy Davis, Jr."
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Spiders & Snakes,Jim Stafford
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"Billy, Don't Be A Hero",Bo Donaldson and the Heywoods
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Morning After,Maureen McGovern
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,(Heartbeat) It's a Love Beat,The DeFranco Family
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Love Will Keep Us Together,Captain and Tennille with Neil Sedaka
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"Gypsies, Tramps and Thieves",Cher
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Crocodile Rock,Elton John
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Baby Come Back,Player
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Just Wanna Stop,Gino Vannelli
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Jackie Blue,Ozark Mountain Daredevils
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Higher And Higher,Rita Coolidge
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I'm Not in Love,10 CC
Ultimate Oldies But Goodies Hit Music CD Set,Donna,Ritchie Valens
Ultimate Oldies But Goodies Hit Music CD Set,Charlie Brown,The Coasters
Ultimate Oldies But Goodies Hit Music CD Set,Why Do Fools Fall In Love,Frankie Lymon & the Teenagers
Ultimate Oldies But Goodies Hit Music CD Set,The Great Pretender,The Platters
Ultimate Oldies But Goodies Hit Music CD Set,At The Hop,Danny and the Juniors
Ultimate Oldies But Goodies Hit Music CD Set,Maybellene,Chuck Berry
Ultimate Oldies But Goodies Hit Music CD Set,Peggy Sue,Buddy Holly
Ultimate Oldies But Goodies Hit Music CD Set,A Teenager in Love,Dion & The Belmonts
Ultimate Oldies But Goodies Hit Music CD Set,Whole Lotta Shakin' Goin' On,Jerry Lee Lewis
Ultimate Oldies But Goodies Hit Music CD Set,Blue Suede Shoes,Carl Perkins
Ultimate Oldies But Goodies Hit Music CD Set,A White Sport Coat	,Marty Robbins
Ultimate Oldies But Goodies Hit Music CD Set,Don't Let Go,Roy Hamilton
Ultimate Oldies But Goodies Hit Music CD Set,Only The Lonely,Roy Orbison
Ultimate Oldies But Goodies Hit Music CD Set,Kansas City,Wilbert Harrison
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Y.M.C.A.,Village People
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Will It Go Round in Circles,Billy Preston
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Signs,Five Man Electrical Band
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,If I Can't Have You,Yvonne Elliman
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Disco Duck,Rick Dees
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Just Want to Be Your Everything,Andy Gibb
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Montego Bay,Bobby Bloom
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Do You Wanna Make Love,Peter McCann
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,A Horse with No Name,America
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Baby I'm-a Want You,Bread
Ultimate Oldies But Goodies Hit Music CD Set,"I Want You, I Need You, I Love You",Elvis Presley
Ultimate Oldies But Goodies Hit Music CD Set,Singing the Blues,Guy Mitchell
Ultimate Oldies But Goodies Hit Music CD Set,Ya Ya,Lee Dorsey
Ultimate Oldies But Goodies Hit Music CD Set,Get A Job,The Silhouettes
Ultimate Oldies But Goodies Hit Music CD Set,Love Is Strange,Mickey & Sylvia
Ultimate Oldies But Goodies Hit Music CD Set,Diana,Paul Anka
Ultimate Oldies But Goodies Hit Music CD Set,Stay,Maurice Williams & the Zodiacs
Ultimate Oldies But Goodies Hit Music CD Set,Keep A-Knockin',Little Richard
Ultimate Oldies But Goodies Hit Music CD Set,Western Movies,The Olympics
Ultimate Oldies But Goodies Hit Music CD Set,The Happy Organ,"Dave ""Baby"" Cortez"
Ultimate Oldies But Goodies Hit Music CD Set,Heartbreak Hotel,Elvis Presley
Ultimate Oldies But Goodies Hit Music CD Set,Gotta Travel On,Billy Grammer
Ultimate Oldies But Goodies Hit Music CD Set,Lonely Teardrops,Jackie Wilson
Ultimate Oldies But Goodies Hit Music CD Set,Shout,The Isley Brothers
Ultimate Oldies But Goodies Hit Music CD Set,The Battle Of New Orleans,Johnny Horton
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Cat's in the Cradle,Harry Chapin
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"December, 1963 (Oh, What a Night)",Frankie Valli and the Four Seasons
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Happy Days,Pratt and McClain
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I'd Like to Teach the World to Sing (In Perfect Harmony),The New Seekers
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I'd Love You to Want Me,Lobo 
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I'd Really Love to See You Tonight,England Dan & John Ford Coley
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Moonlight Feels Right,Starbuck
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Nice to Be with You,Gallery
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Rock Your Baby,George McCrae
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Saturday in the Park,Chicago
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Shannon,Henry Gross
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Summer Breeze,Seals & Crofts
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Sunshine (Go Away Today),Jonathan Edwards
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Undercover Angel,Alan O'Day
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"(Shake, Shake, Shake) Shake Your Booty",KC & the Sunshine Band
Ultimate Oldies But Goodies Hit Music CD Set,Chances Are,Johnny Mathis
Ultimate Oldies But Goodies Hit Music CD Set,The Three Bells (Le Trois Cloches),The Browns
Ultimate Oldies But Goodies Hit Music CD Set,Sleep Walk,Santo and Johnny
Ultimate Oldies But Goodies Hit Music CD Set,In The Still Of The Night,The Five Satins
Ultimate Oldies But Goodies Hit Music CD Set,So Fine,The Fiestas
Ultimate Oldies But Goodies Hit Music CD Set,16 Candles,The Crests
Ultimate Oldies But Goodies Hit Music CD Set,When You Dance,The Turbans
Ultimate Oldies But Goodies Hit Music CD Set,"Summertime, Summertime",The Jamies
Ultimate Oldies But Goodies Hit Music CD Set,A Thousand Stars,Kathy Young & the Innocents
Ultimate Oldies But Goodies Hit Music CD Set,Raunchy,Bill Justis
Ultimate Oldies But Goodies Hit Music CD Set,Heartaches By The Number,Guy Mitchell
Ultimate Oldies But Goodies Hit Music CD Set,A Teenager in Love,Dion & The Belmonts
Ultimate Oldies But Goodies Hit Music CD Set,Venus,Frankie Avalon
Ultimate Oldies But Goodies Hit Music CD Set,Wake Up Little Susie,The Everly Brothers
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Give Me Just A Little More Time,Chairmen Of The Board
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Le Freak,Chic
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Sky High,Jigsaw
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Cisco Kid,War
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Want Ads,The Honey Cone
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,You're So Vain,Carly Simon
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,It's a Heartache,Bonnie Tyler 
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"Julie, Do Ya Love Me",Bobby Sherman
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Just When I Needed You Most,Randy VanWarmer
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Midnight at the Oasis,Maria Muldaur
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Rock and Roll Heaven,The Righteous Brothers
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Lion Sleeps Tonight,Robert John
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Welcome Back,John Sebastian
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Play That Funky Music,Wild Cherry
Ultimate Oldies But Goodies Hit Music CD Set,Never Be Anyone Else but You,Ricky Nelson
Ultimate Oldies But Goodies Hit Music CD Set,Hushabye,The Mystics
Ultimate Oldies But Goodies Hit Music CD Set,Come Softly To Me,The Fleetwoods
Ultimate Oldies But Goodies Hit Music CD Set,Young Love,Sonny James
Ultimate Oldies But Goodies Hit Music CD Set,Tequila,The Champs
Ultimate Oldies But Goodies Hit Music CD Set,Long Tall Sally,Little Richard
Ultimate Oldies But Goodies Hit Music CD Set,The Twist,Hank Ballard & the Midnighters
Ultimate Oldies But Goodies Hit Music CD Set,Let The Good Times Roll,Shirley & Lee
Ultimate Oldies But Goodies Hit Music CD Set,You're So Fine,The Falcons
Ultimate Oldies But Goodies Hit Music CD Set,I'm In Love Again,Fats Domino
Ultimate Oldies But Goodies Hit Music CD Set,A Little Bit Of Soap,The Jarmels
Ultimate Oldies But Goodies Hit Music CD Set,Eddie My Love,The Teen Queens
Ultimate Oldies But Goodies Hit Music CD Set,Honky Tonk (Pt. 2),Bill Doggett
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,One Toke Over the Line,Brewer & Shipley
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Afternoon Delight,Starland Vocal Band
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Can Help,Billy Swan
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,My Maria,B.W. Stevenson
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Magnet and Steel,Walter Egan
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Rapper,The Jaggerz
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Brother Louie,Stories
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Precious and Few,Climax
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,O-o-h Child,The Five Stairsteps
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Playground in My Mind,Clint Holmes
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Put Your Hand In The Hand,Ocean
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Please Come to Boston,David Loggins
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Life is a Rock,Reunion
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Beach Baby,First Class
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Turn The Beat Around,Vicki Sue Robinson
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Ring My Bell,Anita Ward
Ultimate Oldies But Goodies Hit Music CD Set,Little Bitty Pretty One,Thurston Harris
Ultimate Oldies But Goodies Hit Music CD Set,Be-Bop-A-Lula,Gene Vincent
Ultimate Oldies But Goodies Hit Music CD Set,Fever,Little Willie John
Ultimate Oldies But Goodies Hit Music CD Set,Blueberry Hill,Fats Domino
Ultimate Oldies But Goodies Hit Music CD Set,Rebel Rouser,Duane Eddy
Ultimate Oldies But Goodies Hit Music CD Set,Tom Dooley,Kingston Trio
Ultimate Oldies But Goodies Hit Music CD Set,Poor Little Fool,Ricky Nelson
Ultimate Oldies But Goodies Hit Music CD Set,Mr. Blue,The Fleetwoods
Ultimate Oldies But Goodies Hit Music CD Set,Gone,Ferlin Husky
Ultimate Oldies But Goodies Hit Music CD Set,Teen Beat,Sandy Nelson
Ultimate Oldies But Goodies Hit Music CD Set,Willie And The Hand Jive,The Johnny Otis Show
Ultimate Oldies But Goodies Hit Music CD Set,Mule Skinner Blues,The Fendermen
Ultimate Oldies But Goodies Hit Music CD Set,Big Man,The Four Preps
Ultimate Oldies But Goodies Hit Music CD Set,You Got What It Takes,Marv Johnson
Ultimate Oldies But Goodies Hit Music CD Set,Short Fat Fannie,Larry Williams
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Sometimes When We Touch,Dan Hill
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Rose Garden,Lynn Anderson
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,In The Summertime,Mungo Jerry
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Seasons in the Sun,Terry Jacks
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Night Chicago Died,Paper Lace
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Rock The Boat,Hues Corporation
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Don't Give Up on Us,David Soul
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Kung Fu Fighting,Carl Douglas
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Love Grows (Where My Rosemary Goes),Edison Lighthouse
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Feelings,Morris Albert
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Sweet Mary,Wadsworth Mansion
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,TSOP,MFSB (featuring 3 Degrees)
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Night the Lights Went Out in Georgia,Vicki Lawrence
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Keep Forgettin' (Every Time You're Near),Michael McDonald
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Drive,The Cars
Ultimate Oldies But Goodies Hit Music CD Set,Red River Rock,Johnny & The Hurricanes
Ultimate Oldies But Goodies Hit Music CD Set,Rock Around The Clock,Billy Haley And His Comets
Ultimate Oldies But Goodies Hit Music CD Set,Little Darlin',The Diamonds
Ultimate Oldies But Goodies Hit Music CD Set,School Days,Chuck Berry
Ultimate Oldies But Goodies Hit Music CD Set,That'll Be The Day,The Crickets
Ultimate Oldies But Goodies Hit Music CD Set,It's Only Make Believe,Conway Twitty
Ultimate Oldies But Goodies Hit Music CD Set,Personality,Lloyd Price 
Ultimate Oldies But Goodies Hit Music CD Set,Handy Man,Jimmy Jones
Ultimate Oldies But Goodies Hit Music CD Set,Come Go with Me,The Del-Vikings
Ultimate Oldies But Goodies Hit Music CD Set,My Special Angel,Bobby Helms
Ultimate Oldies But Goodies Hit Music CD Set,Twilight Time,The Platters
Ultimate Oldies But Goodies Hit Music CD Set,It's All in the Game,Tommy Edwards
Ultimate Oldies But Goodies Hit Music CD Set,Who's Sorry Now,Connie Francis
Ultimate Oldies But Goodies Hit Music CD Set,When,The Kalin Twins
Ultimate Oldies But Goodies Hit Music CD Set,Teen Angel,Mark Dinning
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,"Baby, Come to Me",Patti Austin (A Duet with James Ingram)
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Turn Your Love Around,George Benson
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Want to Know What Love Is,Foreigner
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,How Am I Supposed To Live Without You,Laura Branigan
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,We're In This Love Together,Al Jarreau
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,One,Bee Gees
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Arthur's Theme (Best That You Can Do),Christopher Cross
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Winner Takes It All,ABBA
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Giving You the Best That I Got,Anita Baker
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Just The Two Of Us,"Grover Washington, Jr. and Bill Withers "
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Holding Back The Years,Simply Red
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Hard To Say I'm Sorry,Chicago
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Love a Rainy Night,Eddie Rabbitt
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,You're The Inspiration,Chicago
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Kokomo,The Beach Boys
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Always,Atlantic Starr
Ultimate Oldies But Goodies Hit Music CD Set,Sincerely,The Moonglows
Ultimate Oldies But Goodies Hit Music CD Set,Chantilly Lace,Big Bopper
Ultimate Oldies But Goodies Hit Music CD Set,At The Hop,Danny and the Juniors
Ultimate Oldies But Goodies Hit Music CD Set,Lipstick on your Collar,Connie Francis
Ultimate Oldies But Goodies Hit Music CD Set,It's Just A Matter Of Time,Brook Benton
Ultimate Oldies But Goodies Hit Music CD Set,That's Why (I Love You So),Jackie Wilson
Ultimate Oldies But Goodies Hit Music CD Set,Stagger Lee,Lloyd Price 
Ultimate Oldies But Goodies Hit Music CD Set,Good Timin',Jimmy Jones
Ultimate Oldies But Goodies Hit Music CD Set,The Stroll,The Diamonds
Ultimate Oldies But Goodies Hit Music CD Set,The Great Pretender,The Platters
Ultimate Oldies But Goodies Hit Music CD Set,Peggy Sue,Buddy Holly
Ultimate Oldies But Goodies Hit Music CD Set,Running Bear,Johnny Preston
Ultimate Oldies But Goodies Hit Music CD Set,Maybellene,Chuck Berry
Ultimate Oldies But Goodies Hit Music CD Set,Ain't Got No Home,"Clarence ""Frogman"" Henry"
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,If Ever You're In My Arms Again,Peabo Bryson
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,If You Don't Know Me By Now,Simply Red
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Don't Know Much,Linda Ronstadt featuring Aaron Neville
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Living Years,Mike + the Mechanics
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Sailing,Christopher Cross
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,One More Night,Phil Collins
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Waiting For A Girl Like You,Foreigner
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,At This Moment,Billy Vera and the Beaters
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Biggest Part Of Me,Ambrosia
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,More Than I Can Say,Leo Sayer
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,No One Is To Blame,Howard Jones
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,You and I,Eddie Rabbitt and Crystal Gayle
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Never Gonna Give You Up,Rick Astley
Ultimate Oldies But Goodies Hit Music CD Set,The Green Door,Jim Lowe
Ultimate Oldies But Goodies Hit Music CD Set,Lonely Boy,Paul Anka
Ultimate Oldies But Goodies Hit Music CD Set,Short Shorts,Royal Teens
Ultimate Oldies But Goodies Hit Music CD Set,My Heart Is an Open Book,Carl Dobkins Jr.
Ultimate Oldies But Goodies Hit Music CD Set,What'd I Say,Ray Charles
Ultimate Oldies But Goodies Hit Music CD Set,A Lover's Question,Clyde McPhatter
Ultimate Oldies But Goodies Hit Music CD Set,Save The Last Dance For Me,The Drifters
Ultimate Oldies But Goodies Hit Music CD Set,Dream Lover,Bobby Darin
Ultimate Oldies But Goodies Hit Music CD Set,I Only Have Eyes For You,The Flamingos
Ultimate Oldies But Goodies Hit Music CD Set,Bye Bye Love,The Everly Brothers
Ultimate Oldies But Goodies Hit Music CD Set,La Bamba,Richie Valens
Ultimate Oldies But Goodies Hit Music CD Set,For Your Precious Love,Jerry Butler & The Impressions
Ultimate Oldies But Goodies Hit Music CD Set,Mr. Lee,The Bobbettes
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,How 'Bout Us,Champaign
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I'll Always Love You,Taylor Dayne
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Here and Now,Luther Vandross
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Love Power,Dionne Warwick and Jeffrey Osborne
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,There'll Be Sad Songs (To Make You Cry),Billy Ocean
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Seasons Change,Expose
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Slow Hand,The Pointer Sisters
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Africa,Toto
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The Way It Is,Bruce Hornsby and the Range
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,The One That You Love,Air Supply
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Always on My Mind,Willie Nelson
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Any Day Now,Ronnie Milsap
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,Longer,Dan Fogelberg
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael
Pop Goes the 70s Collection Highlights The biggest and Best Top-40 Hits ,(I've Had) The Time of My Life,Bill Medley and Jennifer Warnes
Ultimate Oldies But Goodies Hit Music CD Set,Since I Don't Have You,The Skyliners
Ultimate Oldies But Goodies Hit Music CD Set,Tweedlee Dee,LaVern Baker
Ultimate Oldies But Goodies Hit Music CD Set,Searchin',The Coasters
